normalized_subjs	rel_normalized	normalized_objs	count	sampleTripleSubj	sampleTripleRel	sampleTripleObj	sampleTweetText	sampleTripleTweetIds
xledger	explore	your companys	6	Xledger	explore	your companys	If you do not have a digital strategy, your competitors certainly do. #Csuite, let Xledger explore your company’s #DigitalTransformation &amp; #Automation and what that looks like for you. https://t.co/9041IWGLiW https://t.co/YtMEVaM9FJ	1428461926976270080
xledger	explore	your companys	6	Xledger	explore	your companys	If you do not have a digital strategy, your competitors certainly do. #Csuite, let Xledger explore your company’s #DigitalTransformation &amp; #Automation and what that looks like for you. https://t.co/9041IWGLiW https://t.co/Or2REZsG3Y	1432810591106878976
xledger	explore	your companys	6	Xledger	explore	your companys	If you do not have a digital strategy, your competitors certainly do. #Csuite, let Xledger explore your company’s #DigitalTransformation &amp; #Automation and what that looks like for you. https://t.co/9041IWGLiW https://t.co/Or2REZsG3Y	1419402223776375040
xledger	explore	your companys	6	Xledger	explore	your companys	If you do not have a digital strategy, your competitors certainly do. #Csuite, let Xledger explore your company’s #DigitalTransformation &amp; #Automation and what that looks like for you. https://t.co/9041IWGLiW https://t.co/Or2REZsG3Y	1432810591106878976
xledger	explore	your companys	6	Xledger	explore	your companys	If you do not have a digital strategy, your competitors certainly do. #Csuite, let Xledger explore your company’s #DigitalTransformation &amp; #Automation and what that looks like for you. https://t.co/9041IWGLiW https://t.co/s9XL4V7maI	1430636407681437952
xledger	explore	your companys	6	Xledger	explore	your companys	If you do not have a digital strategy, your competitors certainly do. #Csuite, let Xledger explore your company’s #DigitalTransformation &amp; #Automation and what that looks like for you. https://t.co/9041IWGLiW https://t.co/pouD8DkQQ1	1430636407681437952
xledger	explore	your companys	6	Xledger	explore	your companys	If you do not have a digital strategy, your competitors certainly do. #Csuite, let Xledger explore your company’s #DigitalTransformation &amp; #Automation and what that looks like for you. https://t.co/9041IWGLiW https://t.co/s9XL4V7maI	1413966410724823040
your c-suite	have	enough digital smarts	6	Your C-Suite	have	Enough Digital Smarts	Does Your C-Suite Have Enough Digital Smarts? 💡 Executive teams that understand how to wield the power of #digital technologies are rare, but they deliver huge premiums in corporate growth and valuation #digitaltransformation #leadership  @mitsmr  https://t.co/lBeM1Y0rBK https://t.co/nTKqSvwB4A	1433798951111740928
your c-suite	have	enough digital smarts	6	Your C-Suite	have	Enough Digital Smarts	Does Your C-Suite Have Enough Digital Smarts? 💡 Executive teams that understand how to wield the power of #digital technologies are rare, but they deliver huge premiums in corporate growth and valuation #digitaltransformation #leadership  @mitsmr  https://t.co/lBeM1Y0rBK https://t.co/nTKqSvwB4A	1425717433541840896
your c-suite	have	enough digital smarts	6	Your C-Suite	have	Enough Digital Smarts	Does Your C-Suite Have Enough Digital Smarts? 💡 Executive teams that understand how to wield the power of #digital technologies are rare, but they deliver huge premiums in corporate growth and valuation #digitaltransformation #leadership  @mitsmr  https://t.co/AIWQlWAPUk https://t.co/idmNiaPFWA	1433798951111740928
your c-suite	have	enough digital smarts	6	Your C-Suite	have	Enough Digital Smarts	Does Your C-Suite Have Enough Digital Smarts? https://t.co/KVFvKhKfrG #digitaltransformation #digitaltransformation #futureofwork https://t.co/DWo7XmzZGi	1428749050900324096
your c-suite	have	enough digital smarts	6	Your C-Suite	have	Enough Digital Smarts	Does Your C-Suite Have Enough Digital Smarts? 💡 Executive teams that understand how to wield the power of #digital technologies are rare, but they deliver huge premiums in corporate growth and valuation #digitaltransformation #leadership  @mitsmr  https://t.co/AIWQlWAPUk https://t.co/idmNiaPFWA	1428749050900324096
your c-suite	have	enough digital smarts	6	Your C-Suite	have	Enough Digital Smarts	Does Your C-Suite Have Enough Digital Smarts? 💡 Executive teams that understand how to wield the power of #digital technologies are rare, but they deliver huge premiums in corporate growth and valuation #digitaltransformation #leadership  @mitsmr  https://t.co/lBeM1Y0rBK https://t.co/nTKqSvwB4A	1425717433541840896
your c-suite	have	enough digital smarts	6	Your C-Suite	have	Enough Digital Smarts	Does Your C-Suite Have Enough Digital Smarts? Executive teams that understand how to wield the power of #digital technologies are rare, but they deliver huge premiums in corporate growth and valuation. #digitaltransformation #futureofwork #strategy  https://t.co/udYtvfYMCw https://t.co/bBAYiSBL6K	1428749050900324096
your c-suite	have	enough digital smarts	6	Your C-Suite	have	Enough Digital Smarts	Does Your C-Suite Have Enough Digital Smarts? https://t.co/KVFvKhKfrG #CEO #boards #leadership #digitaltransformation https://t.co/CSMd1YjMD5	1433798951111740928
your c-suite	have	enough digital smarts	6	Your C-Suite	have	Enough Digital Smarts	RT @TrippBraden Does Your C-Suite Have Enough Digital Smarts? https://t.co/Qi6tYL3mzp #digitaltransformation #digitaltransformation #futureofwork https://t.co/Q6tXbiu4uc	1428749050900324096
your c-suite	have	enough digital smarts	6	Your C-Suite	have	Enough Digital Smarts	Does Your C-Suite Have Enough Digital Smarts? 💡 Executive teams that understand how to wield the power of #digital technologies are rare, but they deliver huge premiums in corporate growth and valuation #digitaltransformation #leadership  @mitsmr  https://t.co/lBeM1Y0rBK https://t.co/nTKqSvwB4A	1432373853767012096
your company	affected by	departure	6	your company	affected by	departure	If your company will be affected by the departure of @panasonic from its #PBX and SIP businesses, reach out to us, sales@vodia.com. https://t.co/49eRUhZsC2 #reseller #channel #MSP #CIO #WorkFromAnywhere #SMB #DigitalTransformation #cloud #CloudComputing #msteams #VoIP https://t.co/mcSb0UGtbE	1420355354563695104
your company	affected by	departure	6	your company	affected by	departure	If your company will be affected by the departure of @panasonic from its #PBX and SIP businesses, reach out to us, sales@vodia.com. https://t.co/49eRUhZsC2 #reseller #channel #MSP #CIO #WorkFromAnywhere #SMB #DigitalTransformation #cloud #CloudComputing #msteams #VoIP https://t.co/KU8tANoz8V	1417818639458263040
your company	affected by	departure	6	your company	affected by	departure	If your company will be affected by the departure of @panasonic from its #PBX and SIP businesses, reach out to us, sales@vodia.com. https://t.co/49eRUhZsC2 #reseller #channel #MSP #CIO #WorkFromAnywhere #SMB #DigitalTransformation #cloud #CloudComputing #msteams #VoIP https://t.co/4CLJu1kvBO	1428327887652983040
your company	affected by	departure	6	your company	affected by	departure	If your company will be affected by the departure of @panasonic from its #PBX and SIP businesses, reach out to us, sales@vodia.com. https://t.co/49eRUhZsC2 #reseller #channel #MSP #CIO #WorkFromAnywhere #SMB #DigitalTransformation #cloud #CloudComputing #msteams #VoIP https://t.co/fgIr8U7Y3q	1415281927167356928
your company	affected by	departure	6	your company	affected by	departure	If your company will be affected by the departure of @panasonic from its #PBX and SIP businesses, reach out to us, sales@vodia.com. https://t.co/49eRUhZsC2 #reseller #channel #MSP #CIO #WorkFromAnywhere #SMB #DigitalTransformation #cloud #CloudComputing #msteams #VoIP https://t.co/fgIr8U7Y3q	1415281927167356928
your company	affected by	departure	6	your company	affected by	departure	If your company will be affected by the departure of @panasonic from its #PBX and SIP businesses, reach out to us, sales@vodia.com. https://t.co/49eRUhZsC2 #reseller #channel #MSP #CIO #WorkFromAnywhere #SMB #DigitalTransformation #cloud #CloudComputing #msteams #VoIP https://t.co/fgIr8U7Y3q	1417818639458263040
your company	affected by	departure	6	your company	affected by	departure	If your company will be affected by the departure of @panasonic from its #PBX and SIP businesses, reach out to us, sales@vodia.com. https://t.co/49eRUhZsC2 #reseller #channel #MSP #CIO #WorkFromAnywhere #SMB #DigitalTransformation #cloud #CloudComputing #msteams #VoIP https://t.co/fgIr8U7Y3q	1415281927167356928
your company	affected by	departure	6	your company	affected by	departure	If your company will be affected by the departure of @panasonic from its #PBX and SIP businesses, reach out to us, sales@vodia.com. https://t.co/49eRUhZsC2 #reseller #channel #MSP #CIO #WorkFromAnywhere #SMB #DigitalTransformation #cloud #CloudComputing #msteams #VoIP https://t.co/4CLJu1kvBO	1415281927167356928
your company	affected by	departure	6	your company	affected by	departure	If your company will be affected by the departure of @panasonic from its #PBX and SIP businesses, reach out to us, sales@vodia.com. https://t.co/49eRUhZsC2 #reseller #channel #MSP #CIO #WorkFromAnywhere #SMB #DigitalTransformation #cloud #CloudComputing #msteams #VoIP https://t.co/fgIr8U7Y3q	1423254457501069056
your company	affected by	departure	6	your company	affected by	departure	If your company will be affected by the departure of @panasonic from its #PBX and SIP businesses, reach out to us, sales@vodia.com. https://t.co/49eRUhZsC2 #reseller #channel #MSP #CIO #WorkFromAnywhere #SMB #DigitalTransformation #cloud #CloudComputing #msteams #VoIP https://t.co/mcSb0UGtbE	1415281927167356928
your it team	lack	sense of urgency	10	Your IT Teams	lack	Sense of Urgency	40 Reasons Why Your IT Teams Lack a Sense of Urgency 3 Leadership issues * Company strategy is in the stratosphere * Leaders demand too many priorities * CXOs aren't driving digital behaviors More --&gt; https://t.co/j8F6sgmPFE #CIO #DigitalTransformation https://t.co/2d9gSmpih0	1429084658822782976
your it team	lack	sense of urgency	10	Your IT Teams	lack	Sense of Urgency	Weekend reading! &gt; 40 Reasons Why Your IT Teams Lack a Sense of Urgency https://t.co/WqOBUNQii0 #CIO #DigitalTransformation https://t.co/Oof17KOqy0	1429922840216755968
your it team	lack	sense of urgency	10	Your IT Teams	lack	Sense of Urgency	40 Reasons Why Your IT Teams Lack a Sense of Urgency 3 #Agile issues * Too many inter-team dependencies * Agile is isolated to tech teams * Agile teams aren't planning or estimating More --&gt; https://t.co/5lL524wtoe #CIO #DigitalTransformation https://t.co/EM9XfrXBfy	1433293675635909120
your it team	lack	sense of urgency	10	Your IT Teams	lack	Sense of Urgency	40 Reasons Why Your IT Teams Lack a Sense of Urgency What separates people, teams, and organizations from those with a sense of urgency and others who struggle to get there? https://t.co/eoK8Co1Otk #CIO #DigitalTransformation https://t.co/toCIY7NtB2	1427635131955752960
your it team	lack	sense of urgency	10	Your IT Teams	lack	Sense of Urgency	40 Reasons Why Your IT Teams Lack a Sense of Urgency 3 Leadership issues * Company strategy is in the stratosphere * Leaders demand too many priorities * CXOs aren't driving digital behaviors More --&gt; https://t.co/xQQyNjosNa #CIO #DigitalTransformation https://t.co/a8L0ZOthgh	1429922840216755968
your it team	lack	sense of urgency	10	Your IT Teams	lack	Sense of Urgency	40 Reasons Why Your IT Teams Lack a Sense of Urgency 3 Leadership issues * Company strategy is in the stratosphere * Leaders demand too many priorities * CXOs aren't driving digital behaviors More --&gt; https://t.co/xQQyNjosNa #CIO #DigitalTransformation https://t.co/a8L0ZOthgh	1427786122810248960
your it team	lack	sense of urgency	10	Your IT Teams	lack	Sense of Urgency	40 Reasons Why Your IT Teams Lack a Sense of Urgency -&gt; New post! https://t.co/tRJX8VtOJL #CIO #DigitalTransformation https://t.co/IHUmZhMQxn	1427710631256396032
your it team	lack	sense of urgency	10	Your IT Teams	lack	Sense of Urgency	Weekend reading! &gt; 40 Reasons Why Your IT Teams Lack a Sense of Urgency https://t.co/WqOBUNQii0 #CIO #DigitalTransformation https://t.co/Oof17KOqy0	1428390079500857088
your it team	lack	sense of urgency	10	Your IT Teams	lack	Sense of Urgency	Weekend reading! &gt; 40 Reasons Why Your IT Teams Lack a Sense of Urgency https://t.co/WqOBUNQii0 #CIO #DigitalTransformation https://t.co/Oof17KOqy0	1427635131955752960
your it team	lack	sense of urgency	10	Your IT Teams	lack	Sense of Urgency	40 Reasons Why Your IT Teams Lack a Sense of Urgency 3 #Agile issues * Too many inter-team dependencies * Agile is isolated to tech teams * Agile teams aren't planning or estimating More --&gt; https://t.co/U2Cb5xwidN #CIO #DigitalTransformation https://t.co/7hSFKHcIQv	1427710631256396032
